Arduino Time, Sensor 1, Sensor 2, Sensor 3, Sensor 4, Processing Time, Frame #
666,  100, 400, 600, 800, 4465, 0
666,  100, 400, 600, 800, 4483, 0
666,  100, 400, 600, 800, 4498, 0
666,  100, 400, 600, 800, 4534, 0
666,  100, 400, 600, 800, 4574, 0
666,  100, 400, 600, 800, 4591, 0
666,  100, 400, 600, 800, 4609, 0
666,  100, 400, 600, 800, 4624, 0
666,  100, 400, 600, 800, 4642, 0
666,  100, 400, 600, 800, 4657, 0
666,  100, 400, 600, 800, 4675, 0
666,  100, 400, 600, 800, 4693, 0
666,  100, 400, 600, 800, 4707, 0
666,  100, 400, 600, 800, 4726, 0
666,  100, 400, 600, 800, 4741, 0
666,  100, 400, 600, 800, 4758, 0
666,  100, 400, 600, 800, 4775, 0
666,  100, 400, 600, 800, 4791, 0
666,  100, 400, 600, 800, 4811, 0
666,  100, 400, 600, 800, 4825, 0
666,  100, 400, 600, 800, 4845, 0
666,  100, 400, 600, 800, 4857, 0
666,  100, 400, 600, 800, 4875, 0
666,  100, 400, 600, 800, 4892, 0
666,  100, 400, 600, 800, 4908, 0
666,  100, 400, 600, 800, 4925, 0
666,  100, 400, 600, 800, 4943, 0
666,  100, 400, 600, 800, 4959, 0
666,  100, 400, 600, 800, 4976, 0
666,  100, 400, 600, 800, 4991, 0
666,  100, 400, 600, 800, 5008, 0
666,  100, 400, 600, 800, 5028, 0
666,  100, 400, 600, 800, 5042, 0
666,  100, 400, 600, 800, 5058, 0
666,  100, 400, 600, 800, 5074, 0
666,  100, 400, 600, 800, 5094, 0
666,  100, 400, 600, 800, 5108, 0
666,  100, 400, 600, 800, 5128, 0
666,  100, 400, 600, 800, 5140, 0
666,  100, 400, 600, 800, 5159, 0
666,  100, 400, 600, 800, 5176, 0
666,  100, 400, 600, 800, 5191, 0
666,  100, 400, 600, 800, 5210, 0
666,  100, 400, 600, 800, 5225, 0
666,  100, 400, 600, 800, 5242, 0
666,  100, 400, 600, 800, 5260, 0
666,  100, 400, 600, 800, 5277, 0
666,  100, 400, 600, 800, 5291, 0
666,  100, 400, 600, 800, 5309, 0
666,  100, 400, 600, 800, 5325, 0
666,  100, 400, 600, 800, 5341, 0
666,  100, 400, 600, 800, 5358, 0
666,  100, 400, 600, 800, 5374, 0
666,  100, 400, 600, 800, 5391, 0
666,  100, 400, 600, 800, 5408, 0
666,  100, 400, 600, 800, 5424, 0
666,  100, 400, 600, 800, 5441, 0
666,  100, 400, 600, 800, 5457, 0
666,  100, 400, 600, 800, 5474, 0
666,  100, 400, 600, 800, 5492, 0
666,  100, 400, 600, 800, 5508, 0
666,  100, 400, 600, 800, 5525, 0
666,  100, 400, 600, 800, 5541, 0
666,  100, 400, 600, 800, 5558, 0
666,  100, 400, 600, 800, 5575, 0
666,  100, 400, 600, 800, 5591, 0
666,  100, 400, 600, 800, 5613, 0
666,  100, 400, 600, 800, 5627, 0
666,  100, 400, 600, 800, 5642, 0
666,  100, 400, 600, 800, 5658, 0
666,  100, 400, 600, 800, 5676, 0
666,  100, 400, 600, 800, 5692, 0
666,  100, 400, 600, 800, 5708, 0
666,  100, 400, 600, 800, 5725, 0
666,  100, 400, 600, 800, 5742, 0
666,  100, 400, 600, 800, 5761, 0
666,  100, 400, 600, 800, 5777, 0
666,  100, 400, 600, 800, 5793, 0
666,  100, 400, 600, 800, 5809, 0
666,  100, 400, 600, 800, 5826, 0
666,  100, 400, 600, 800, 5842, 0
666,  100, 400, 600, 800, 5859, 0
666,  100, 400, 600, 800, 5874, 0
666,  100, 400, 600, 800, 5894, 0
666,  100, 400, 600, 800, 5912, 0
666,  100, 400, 600, 800, 5928, 0
666,  100, 400, 600, 800, 5946, 0
666,  100, 400, 600, 800, 5960, 0
666,  100, 400, 600, 800, 5978, 0
666,  100, 400, 600, 800, 5997, 0
666,  100, 400, 600, 800, 6011, 0
666,  100, 400, 600, 800, 6028, 0
666,  100, 400, 600, 800, 6045, 0
666,  100, 400, 600, 800, 6062, 0
666,  100, 400, 600, 800, 6079, 0
666,  100, 400, 600, 800, 6093, 0
666,  100, 400, 600, 800, 6112, 0
666,  100, 400, 600, 800, 6128, 0
666,  100, 400, 600, 800, 6144, 0
666,  100, 400, 600, 800, 6162, 0
666,  100, 400, 600, 800, 6178, 0
666,  100, 400, 600, 800, 6195, 0
666,  100, 400, 600, 800, 6210, 0
666,  100, 400, 600, 800, 6230, 0
666,  100, 400, 600, 800, 6244, 0
666,  100, 400, 600, 800, 6261, 0
666,  100, 400, 600, 800, 6278, 0
666,  100, 400, 600, 800, 6295, 0
666,  100, 400, 600, 800, 6311, 0
666,  100, 400, 600, 800, 6328, 0
666,  100, 400, 600, 800, 6344, 0
666,  100, 400, 600, 800, 6361, 0
666,  100, 400, 600, 800, 6378, 0
666,  100, 400, 600, 800, 6396, 0
666,  100, 400, 600, 800, 6412, 0
666,  100, 400, 600, 800, 6428, 0
666,  100, 400, 600, 800, 6445, 0
666,  100, 400, 600, 800, 6463, 0
666,  100, 400, 600, 800, 6479, 0
666,  100, 400, 600, 800, 6495, 0
666,  100, 400, 600, 800, 6513, 0
666,  100, 400, 600, 800, 6527, 0
666,  100, 400, 600, 800, 6544, 0
666,  100, 400, 600, 800, 6561, 0
666,  100, 400, 600, 800, 6578, 0
666,  100, 400, 600, 800, 6596, 0
666,  100, 400, 600, 800, 6611, 0
666,  100, 400, 600, 800, 6629, 0
666,  100, 400, 600, 800, 6644, 0
666,  100, 400, 600, 800, 6661, 0
666,  100, 400, 600, 800, 6677, 0
666,  100, 400, 600, 800, 6695, 0
666,  100, 400, 600, 800, 6712, 0
666,  100, 400, 600, 800, 6728, 0
666,  100, 400, 600, 800, 6744, 0
666,  100, 400, 600, 800, 6760, 0
666,  100, 400, 600, 800, 6777, 0
666,  100, 400, 600, 800, 6795, 0
666,  100, 400, 600, 800, 6812, 0
666,  100, 400, 600, 800, 6829, 0
666,  100, 400, 600, 800, 6844, 0
666,  100, 400, 600, 800, 6863, 0
666,  100, 400, 600, 800, 6877, 0
666,  100, 400, 600, 800, 6895, 0
666,  100, 400, 600, 800, 6910, 0
666,  100, 400, 600, 800, 6928, 0
666,  100, 400, 600, 800, 6945, 0
666,  100, 400, 600, 800, 6962, 0
666,  100, 400, 600, 800, 6978, 0
666,  100, 400, 600, 800, 6994, 0
666,  100, 400, 600, 800, 7012, 0
666,  100, 400, 600, 800, 7029, 0
666,  100, 400, 600, 800, 7045, 0
666,  100, 400, 600, 800, 7061, 0
666,  100, 400, 600, 800, 7080, 0
666,  100, 400, 600, 800, 7104, 0
666,  100, 400, 600, 800, 7122, 0
666,  100, 400, 600, 800, 7138, 0
666,  100, 400, 600, 800, 7154, 0
666,  100, 400, 600, 800, 7172, 0
666,  100, 400, 600, 800, 7188, 0
666,  100, 400, 600, 800, 7205, 0
666,  100, 400, 600, 800, 7222, 0
666,  100, 400, 600, 800, 7237, 0
666,  100, 400, 600, 800, 7255, 0
666,  100, 400, 600, 800, 7272, 0
666,  100, 400, 600, 800, 7288, 0
666,  100, 400, 600, 800, 7308, 0
666,  100, 400, 600, 800, 7322, 0
666,  100, 400, 600, 800, 7347, 0
666,  100, 400, 600, 800, 7368, 0
666,  100, 400, 600, 800, 7397, 0
666,  100, 400, 600, 800, 7405, 0
666,  100, 400, 600, 800, 7438, 0
666,  100, 400, 600, 800, 7468, 0
666,  100, 400, 600, 800, 7485, 0
666,  100, 400, 600, 800, 7503, 0
666,  100, 400, 600, 800, 7519, 0
666,  100, 400, 600, 800, 7536, 0
666,  100, 400, 600, 800, 7553, 0
666,  100, 400, 600, 800, 7569, 0
666,  100, 400, 600, 800, 7586, 0
666,  100, 400, 600, 800, 7601, 0
666,  100, 400, 600, 800, 7618, 0
666,  100, 400, 600, 800, 7638, 0
666,  100, 400, 600, 800, 7651, 0
666,  100, 400, 600, 800, 7671, 0
666,  100, 400, 600, 800, 7686, 0
666,  100, 400, 600, 800, 7702, 0
666,  100, 400, 600, 800, 7718, 0
666,  100, 400, 600, 800, 7736, 0
666,  100, 400, 600, 800, 7752, 0
666,  100, 400, 600, 800, 7768, 0
666,  100, 400, 600, 800, 7786, 0
666,  100, 400, 600, 800, 7803, 0
666,  100, 400, 600, 800, 7820, 0
666,  100, 400, 600, 800, 7836, 0
666,  100, 400, 600, 800, 7852, 0
666,  100, 400, 600, 800, 7870, 0
666,  100, 400, 600, 800, 7887, 0
666,  100, 400, 600, 800, 7903, 0
666,  100, 400, 600, 800, 7920, 0
666,  100, 400, 600, 800, 7937, 0
666,  100, 400, 600, 800, 7954, 0
666,  100, 400, 600, 800, 7968, 0
666,  100, 400, 600, 800, 7984, 0
666,  100, 400, 600, 800, 8002, 0
666,  100, 400, 600, 800, 8019, 0
666,  100, 400, 600, 800, 8035, 0
666,  100, 400, 600, 800, 8053, 0
666,  100, 400, 600, 800, 8069, 0
666,  100, 400, 600, 800, 8087, 0
666,  100, 400, 600, 800, 8102, 0
666,  100, 400, 600, 800, 8119, 0
666,  100, 400, 600, 800, 8137, 0
666,  100, 400, 600, 800, 8151, 0
666,  100, 400, 600, 800, 8168, 0
666,  100, 400, 600, 800, 8187, 0
666,  100, 400, 600, 800, 8201, 0
666,  100, 400, 600, 800, 8218, 0
666,  100, 400, 600, 800, 8235, 0
666,  100, 400, 600, 800, 8253, 0
666,  100, 400, 600, 800, 8268, 0
666,  100, 400, 600, 800, 8285, 0
666,  100, 400, 600, 800, 8305, 0
666,  100, 400, 600, 800, 8318, 0
666,  100, 400, 600, 800, 8336, 0
666,  100, 400, 600, 800, 8353, 0
666,  100, 400, 600, 800, 8368, 0
666,  100, 400, 600, 800, 8385, 0
666,  100, 400, 600, 800, 8402, 0
666,  100, 400, 600, 800, 8420, 0
666,  100, 400, 600, 800, 8435, 0
666,  100, 400, 600, 800, 8452, 0
666,  100, 400, 600, 800, 8468, 0
666,  100, 400, 600, 800, 8487, 0
666,  100, 400, 600, 800, 8501, 0
666,  100, 400, 600, 800, 8520, 0
666,  100, 400, 600, 800, 8535, 0
666,  100, 400, 600, 800, 8551, 0
666,  100, 400, 600, 800, 8571, 0
666,  100, 400, 600, 800, 8585, 0
666,  100, 400, 600, 800, 8604, 0
666,  100, 400, 600, 800, 8618, 0
666,  100, 400, 600, 800, 8634, 0
666,  100, 400, 600, 800, 8652, 0
666,  100, 400, 600, 800, 8668, 0
666,  100, 400, 600, 800, 8687, 0
666,  100, 400, 600, 800, 8703, 0
666,  100, 400, 600, 800, 8720, 0
666,  100, 400, 600, 800, 8736, 0
666,  100, 400, 600, 800, 8751, 0
666,  100, 400, 600, 800, 8770, 0
666,  100, 400, 600, 800, 8785, 0
666,  100, 400, 600, 800, 8802, 0
666,  100, 400, 600, 800, 8824, 0
666,  100, 400, 600, 800, 8851, 0
666,  100, 400, 600, 800, 8868, 0
666,  100, 400, 600, 800, 8880, 0
666,  100, 400, 600, 800, 8897, 0
666,  100, 400, 600, 800, 8918, 0
666,  100, 400, 600, 800, 8932, 0
666,  100, 400, 600, 800, 8951, 0
666,  100, 400, 600, 800, 8964, 0
666,  100, 400, 600, 800, 8980, 0
666,  100, 400, 600, 800, 9000, 0
666,  100, 400, 600, 800, 9016, 0
666,  100, 400, 600, 800, 9033, 0
666,  100, 400, 600, 800, 9051, 0
666,  100, 400, 600, 800, 9066, 0
666,  100, 400, 600, 800, 9084, 0
666,  100, 400, 600, 800, 9101, 0
666,  100, 400, 600, 800, 9116, 0
666,  100, 400, 600, 800, 9134, 0
666,  100, 400, 600, 800, 9150, 0
666,  100, 400, 600, 800, 9169, 0
666,  100, 400, 600, 800, 9183, 0
666,  100, 400, 600, 800, 9200, 0
666,  100, 400, 600, 800, 9218, 0
666,  100, 400, 600, 800, 9237, 0
666,  100, 400, 600, 800, 9251, 0
666,  100, 400, 600, 800, 9266, 0
666,  100, 400, 600, 800, 9284, 0
666,  100, 400, 600, 800, 9301, 0
666,  100, 400, 600, 800, 9318, 0
666,  100, 400, 600, 800, 9335, 0
666,  100, 400, 600, 800, 9356, 0
666,  100, 400, 600, 800, 9369, 0
666,  100, 400, 600, 800, 9386, 0
666,  100, 400, 600, 800, 9405, 0
666,  100, 400, 600, 800, 9421, 0
666,  100, 400, 600, 800, 9436, 0
666,  100, 400, 600, 800, 9453, 0
666,  100, 400, 600, 800, 9468, 0
666,  100, 400, 600, 800, 9486, 0
666,  100, 400, 600, 800, 9503, 0
666,  100, 400, 600, 800, 9521, 0
666,  100, 400, 600, 800, 9536, 0
666,  100, 400, 600, 800, 9552, 0
666,  100, 400, 600, 800, 9569, 0
666,  100, 400, 600, 800, 9586, 0
666,  100, 400, 600, 800, 9601, 0
666,  100, 400, 600, 800, 9620, 0
666,  100, 400, 600, 800, 9636, 0
666,  100, 400, 600, 800, 9653, 0
666,  100, 400, 600, 800, 9670, 0
666,  100, 400, 600, 800, 9685, 0
666,  100, 400, 600, 800, 9702, 0
666,  100, 400, 600, 800, 9718, 0
666,  100, 400, 600, 800, 9736, 0
666,  100, 400, 600, 800, 9754, 0
666,  100, 400, 600, 800, 9768, 0
666,  100, 400, 600, 800, 9787, 0
666,  100, 400, 600, 800, 9804, 0
666,  100, 400, 600, 800, 9819, 0
666,  100, 400, 600, 800, 9837, 0
666,  100, 400, 600, 800, 9853, 0
666,  100, 400, 600, 800, 9868, 0
666,  100, 400, 600, 800, 9885, 0
666,  100, 400, 600, 800, 9904, 0
666,  100, 400, 600, 800, 9920, 0
666,  100, 400, 600, 800, 9940, 0
666,  100, 400, 600, 800, 9952, 0
666,  100, 400, 600, 800, 9970, 0
666,  100, 400, 600, 800, 9988, 0
666,  100, 400, 600, 800, 10002, 0
666,  100, 400, 600, 800, 10019, 0
666,  100, 400, 600, 800, 10040, 0
666,  100, 400, 600, 800, 10053, 0
666,  100, 400, 600, 800, 10069, 0
666,  100, 400, 600, 800, 10088, 0
666,  100, 400, 600, 800, 10102, 0
666,  100, 400, 600, 800, 10118, 0
666,  100, 400, 600, 800, 10136, 0
666,  100, 400, 600, 800, 10152, 0
666,  100, 400, 600, 800, 10170, 0
666,  100, 400, 600, 800, 10186, 0
666,  100, 400, 600, 800, 10204, 0
666,  100, 400, 600, 800, 10219, 0
666,  100, 400, 600, 800, 10236, 0
666,  100, 400, 600, 800, 10252, 0
666,  100, 400, 600, 800, 10271, 0
666,  100, 400, 600, 800, 10286, 0
666,  100, 400, 600, 800, 10303, 0
666,  100, 400, 600, 800, 10320, 0
666,  100, 400, 600, 800, 10338, 0
666,  100, 400, 600, 800, 10354, 0
666,  100, 400, 600, 800, 10369, 0
666,  100, 400, 600, 800, 10389, 0
666,  100, 400, 600, 800, 10404, 0
666,  100, 400, 600, 800, 10420, 0
666,  100, 400, 600, 800, 10436, 0
666,  100, 400, 600, 800, 10453, 0
666,  100, 400, 600, 800, 10469, 0
666,  100, 400, 600, 800, 10486, 0
666,  100, 400, 600, 800, 10503, 0
666,  100, 400, 600, 800, 10519, 0
666,  100, 400, 600, 800, 10535, 0
666,  100, 400, 600, 800, 10552, 0
666,  100, 400, 600, 800, 10571, 0
666,  100, 400, 600, 800, 10586, 0
666,  100, 400, 600, 800, 10603, 0
666,  100, 400, 600, 800, 10619, 0
666,  100, 400, 600, 800, 10635, 0
666,  100, 400, 600, 800, 10654, 0
666,  100, 400, 600, 800, 10668, 0
666,  100, 400, 600, 800, 10687, 0
666,  100, 400, 600, 800, 10703, 0
666,  100, 400, 600, 800, 10718, 0
666,  100, 400, 600, 800, 10735, 0
666,  100, 400, 600, 800, 10752, 0
666,  100, 400, 600, 800, 10768, 0
666,  100, 400, 600, 800, 10787, 0
666,  100, 400, 600, 800, 10803, 0
666,  100, 400, 600, 800, 10819, 0
666,  100, 400, 600, 800, 10836, 0
666,  100, 400, 600, 800, 10853, 0
666,  100, 400, 600, 800, 10869, 0
666,  100, 400, 600, 800, 10888, 0
666,  100, 400, 600, 800, 10903, 0
666,  100, 400, 600, 800, 10921, 0
666,  100, 400, 600, 800, 10939, 0
666,  100, 400, 600, 800, 10958, 0
666,  100, 400, 600, 800, 10973, 0
666,  100, 400, 600, 800, 10990, 0
666,  100, 400, 600, 800, 11006, 0
666,  100, 400, 600, 800, 11023, 0
666,  100, 400, 600, 800, 11043, 0
666,  100, 400, 600, 800, 11058, 0
666,  100, 400, 600, 800, 11073, 0
666,  100, 400, 600, 800, 11090, 0
666,  100, 400, 600, 800, 11108, 0
666,  100, 400, 600, 800, 11125, 0
666,  100, 400, 600, 800, 11140, 0
666,  100, 400, 600, 800, 11157, 0
666,  100, 400, 600, 800, 11174, 0
666,  100, 400, 600, 800, 11192, 0
666,  100, 400, 600, 800, 11207, 0
666,  100, 400, 600, 800, 11224, 0
666,  100, 400, 600, 800, 11240, 0
666,  100, 400, 600, 800, 11258, 0
666,  100, 400, 600, 800, 11275, 0
666,  100, 400, 600, 800, 11291, 0
666,  100, 400, 600, 800, 11308, 0
666,  100, 400, 600, 800, 11324, 0
666,  100, 400, 600, 800, 11342, 0
666,  100, 400, 600, 800, 11358, 0
666,  100, 400, 600, 800, 11374, 0
666,  100, 400, 600, 800, 11391, 0
666,  100, 400, 600, 800, 11408, 0
666,  100, 400, 600, 800, 11426, 0
666,  100, 400, 600, 800, 11439, 0
666,  100, 400, 600, 800, 11456, 0
666,  100, 400, 600, 800, 11475, 0
666,  100, 400, 600, 800, 11494, 0
666,  100, 400, 600, 800, 11505, 0
666,  100, 400, 600, 800, 11523, 0
666,  100, 400, 600, 800, 11540, 0
666,  100, 400, 600, 800, 11557, 0
666,  100, 400, 600, 800, 11573, 0
666,  100, 400, 600, 800, 11591, 0
666,  100, 400, 600, 800, 11608, 0
666,  100, 400, 600, 800, 11624, 0
666,  100, 400, 600, 800, 11641, 0
666,  100, 400, 600, 800, 11660, 0
666,  100, 400, 600, 800, 11674, 0
666,  100, 400, 600, 800, 11694, 0
666,  100, 400, 600, 800, 11706, 0
666,  100, 400, 600, 800, 11724, 0
666,  100, 400, 600, 800, 11741, 0
666,  100, 400, 600, 800, 11756, 0
666,  100, 400, 600, 800, 11772, 0
666,  100, 400, 600, 800, 11789, 0
666,  100, 400, 600, 800, 11809, 0
666,  100, 400, 600, 800, 11823, 0
666,  100, 400, 600, 800, 11842, 0
666,  100, 400, 600, 800, 11858, 0
666,  100, 400, 600, 800, 11874, 0
666,  100, 400, 600, 800, 11889, 0
666,  100, 400, 600, 800, 11909, 0
666,  100, 400, 600, 800, 11925, 0
666,  100, 400, 600, 800, 11941, 0
666,  100, 400, 600, 800, 11956, 0
666,  100, 400, 600, 800, 11974, 0
666,  100, 400, 600, 800, 11990, 0
666,  100, 400, 600, 800, 12007, 0
666,  100, 400, 600, 800, 12023, 0
666,  100, 400, 600, 800, 12041, 0
666,  100, 400, 600, 800, 12057, 0
666,  100, 400, 600, 800, 12075, 0
666,  100, 400, 600, 800, 12091, 0
666,  100, 400, 600, 800, 12107, 0
666,  100, 400, 600, 800, 12124, 0
666,  100, 400, 600, 800, 12142, 0
666,  100, 400, 600, 800, 12157, 0
666,  100, 400, 600, 800, 12174, 0
666,  100, 400, 600, 800, 12190, 0
666,  100, 400, 600, 800, 12208, 0
666,  100, 400, 600, 800, 12223, 0
666,  100, 400, 600, 800, 12239, 0
666,  100, 400, 600, 800, 12259, 0
666,  100, 400, 600, 800, 12273, 0
666,  100, 400, 600, 800, 12292, 0
666,  100, 400, 600, 800, 12306, 0
666,  100, 400, 600, 800, 12325, 0
666,  100, 400, 600, 800, 12340, 0
666,  100, 400, 600, 800, 12357, 0
666,  100, 400, 600, 800, 12372, 0
666,  100, 400, 600, 800, 12391, 0
666,  100, 400, 600, 800, 12407, 0
666,  100, 400, 600, 800, 12423, 0
666,  100, 400, 600, 800, 12440, 0
666,  100, 400, 600, 800, 12457, 0
666,  100, 400, 600, 800, 12474, 0
666,  100, 400, 600, 800, 12490, 0
666,  100, 400, 600, 800, 12507, 0
666,  100, 400, 600, 800, 12523, 0
666,  100, 400, 600, 800, 12542, 0
666,  100, 400, 600, 800, 12558, 0
666,  100, 400, 600, 800, 12574, 0
666,  100, 400, 600, 800, 12590, 0
666,  100, 400, 600, 800, 12607, 0
666,  100, 400, 600, 800, 12625, 0
666,  100, 400, 600, 800, 12640, 0
666,  100, 400, 600, 800, 12659, 0
666,  100, 400, 600, 800, 12673, 0
666,  100, 400, 600, 800, 12692, 0
666,  100, 400, 600, 800, 12706, 0
666,  100, 400, 600, 800, 12726, 0
666,  100, 400, 600, 800, 12741, 0
666,  100, 400, 600, 800, 12757, 0
666,  100, 400, 600, 800, 12774, 0
666,  100, 400, 600, 800, 12793, 0
666,  100, 400, 600, 800, 12809, 0
666,  100, 400, 600, 800, 12823, 0
666,  100, 400, 600, 800, 12840, 0
666,  100, 400, 600, 800, 12859, 0
666,  100, 400, 600, 800, 12875, 0
666,  100, 400, 600, 800, 12889, 0
666,  100, 400, 600, 800, 12907, 0
666,  100, 400, 600, 800, 12923, 0
666,  100, 400, 600, 800, 12939, 0
666,  100, 400, 600, 800, 12958, 0
666,  100, 400, 600, 800, 12973, 0
666,  100, 400, 600, 800, 12991, 0
666,  100, 400, 600, 800, 13006, 0
666,  100, 400, 600, 800, 13024, 0
666,  100, 400, 600, 800, 13039, 0
666,  100, 400, 600, 800, 13057, 0
666,  100, 400, 600, 800, 13073, 0
666,  100, 400, 600, 800, 13091, 0
666,  100, 400, 600, 800, 13106, 0
666,  100, 400, 600, 800, 13125, 0
666,  100, 400, 600, 800, 13140, 0
666,  100, 400, 600, 800, 13158, 0
666,  100, 400, 600, 800, 13173, 0
666,  100, 400, 600, 800, 13192, 0
666,  100, 400, 600, 800, 13208, 0
666,  100, 400, 600, 800, 13225, 0
666,  100, 400, 600, 800, 13239, 0
666,  100, 400, 600, 800, 13259, 0
666,  100, 400, 600, 800, 13273, 0
666,  100, 400, 600, 800, 13291, 0
666,  100, 400, 600, 800, 13308, 0
666,  100, 400, 600, 800, 13324, 0
666,  100, 400, 600, 800, 13341, 0
666,  100, 400, 600, 800, 13358, 0
666,  100, 400, 600, 800, 13374, 0
666,  100, 400, 600, 800, 13392, 0
666,  100, 400, 600, 800, 13406, 0
666,  100, 400, 600, 800, 13425, 0
666,  100, 400, 600, 800, 13441, 0
666,  100, 400, 600, 800, 13458, 0
666,  100, 400, 600, 800, 13472, 0
666,  100, 400, 600, 800, 13491, 0
666,  100, 400, 600, 800, 13507, 0
666,  100, 400, 600, 800, 13526, 0
666,  100, 400, 600, 800, 13542, 0
666,  100, 400, 600, 800, 13556, 0
666,  100, 400, 600, 800, 13578, 0
666,  100, 400, 600, 800, 13591, 0
666,  100, 400, 600, 800, 13607, 0
666,  100, 400, 600, 800, 13626, 0
666,  100, 400, 600, 800, 13641, 0
666,  100, 400, 600, 800, 13658, 0
666,  100, 400, 600, 800, 13675, 0
666,  100, 400, 600, 800, 13694, 0
666,  100, 400, 600, 800, 13708, 0
666,  100, 400, 600, 800, 13725, 0
666,  100, 400, 600, 800, 13744, 0
666,  100, 400, 600, 800, 13760, 0
666,  100, 400, 600, 800, 13777, 0
666,  100, 400, 600, 800, 13798, 0
666,  100, 400, 600, 800, 13811, 0
666,  100, 400, 600, 800, 13829, 0
666,  100, 400, 600, 800, 13845, 0
666,  100, 400, 600, 800, 13862, 0
666,  100, 400, 600, 800, 13878, 0
666,  100, 400, 600, 800, 13916, 0
666,  100, 400, 600, 800, 13933, 0
666,  100, 400, 600, 800, 13955, 0
666,  100, 400, 600, 800, 13966, 0
666,  100, 400, 600, 800, 13985, 0
666,  100, 400, 600, 800, 13999, 0
666,  100, 400, 600, 800, 14016, 0
666,  100, 400, 600, 800, 14032, 0
666,  100, 400, 600, 800, 14049, 0
666,  100, 400, 600, 800, 14067, 0
666,  100, 400, 600, 800, 14082, 0
666,  100, 400, 600, 800, 14099, 0
666,  100, 400, 600, 800, 14116, 0
666,  100, 400, 600, 800, 14133, 0
666,  100, 400, 600, 800, 14149, 0
666,  100, 400, 600, 800, 14170, 0
666,  100, 400, 600, 800, 14184, 0
666,  100, 400, 600, 800, 14202, 0
666,  100, 400, 600, 800, 14216, 0
666,  100, 400, 600, 800, 14238, 0
666,  100, 400, 600, 800, 14251, 0
666,  100, 400, 600, 800, 14267, 0
666,  100, 400, 600, 800, 14284, 0
666,  100, 400, 600, 800, 14301, 0
666,  100, 400, 600, 800, 14320, 0
666,  100, 400, 600, 800, 14338, 0
666,  100, 400, 600, 800, 14357, 0
666,  100, 400, 600, 800, 14370, 0
666,  100, 400, 600, 800, 14392, 0
666,  100, 400, 600, 800, 14406, 0
666,  100, 400, 600, 800, 14421, 0
666,  100, 400, 600, 800, 14437, 0
666,  100, 400, 600, 800, 14453, 0
666,  100, 400, 600, 800, 14471, 0
666,  100, 400, 600, 800, 14487, 0
666,  100, 400, 600, 800, 14503, 0
666,  100, 400, 600, 800, 14520, 0
